class,tweet
1172,0,0,0,0,2,Son of van hire boss in vile Facebook rant after Finsbury Park mosque attack https://t.co/JICYo4oWjb,8.77187643880198E+017
1173,0,0,0,0,2,@TimesNow Whole world is talking about Islamic terrorismand facing day to day,8.77199419824845E+017
1174,0,0,0,0,2,I hate to see a black man bashing black women. We could say so much about y'all but we stand behind y'all right or wrong 🤦🏾‍♀️,8.77198036161745E+017
1175,0,0,0,0,2,Police: Murder of Virginia Muslim Teen by Supposed Illegal Alien was Road Rage not Hate Crime https://t.co/sWQFLbFSH3 via @mikelachance33,8.77292478327538E+017
1176,0,0,0,0,2,BBC News - Finsbury Park attack: Roses for Ramadan worshippers https://t.co/wDCVX19URM,8.77269145540333E+017
1177,0,0,0,0,2,If he has mental health issues? Fine. Fairly irrelevant. But fine. Still a fucking terrorist,8.77214424905523E+017
1178,0,0,0,0,2,How is them being white relevant like AT ALL? When Islamic terrorist attacks happen ppl claim racism and say stop… https://t.co/etXp5rNQyR,8.77319332497326E+017
1179,0,0,0,0,2,Finsbury Park suspect Darren Osborne was ‘troubled’ but ‘no terrorist’ family claims https://t.co/tFcr3FCTMl,8.77174946509836E+017
1180,0,0,0,0,2,we get it y'all hate black people that much and want to die jace fucked maia https://t.co/0fNPHTSJgV,8.77208547670577E+017
1181,0,0,0,0,2,Neighbours say they are shocked that 'normal' family man arrested over Finsbury Park terror attack https://t.co/51CV6YY6SK,8.77208419022889E+017
1182,0,0,0,0,2,@stmeyer007 @alexarbaker No hate toward gays... except when gay emojis are being forced" on you by Snapchat. Got it. 👍🏻|
2,@GraysonMurray @NiceDrewishFela @jjones9 We want the cops to be held accountable no matter who they kill it just s… https://t.co/J8lZMvo7Ef
2,@FoxNews @cnn any Muslim committing a crime is a terrorist but every #whiteman is simply ill right #propaganda is the name.
2,This is the point though With Muhammad in Islam we are Muslims???? So why would they be calling to kill us https://t.co/Mr707B5bpV
2,TRUSTING STATS FROM "CAIR" is like trusting a junkie.  London van attack highlights rise in anti-Muslim violence https://t.co/65NbpXUHCU
2,obama letter threat homosexual https://t.co/8vQZjjYJ9I
2,I am Muslim and people call me terrorist. Do you trust me_ If yes hug me! https://t.co/J5huPgxIms
2,How did they like it?  Finsbury Park terror attack: What we know @CNN https://t.co/CPpm0oerrK
2,I have only once been a victim of hate crime when a Muslim spat at me and cursed me for being jewish.
2,In #Amerikkka it's only considered terrorist hate if the attacker is Muslim. #Amirite @fairfaxpolice? https://t.co/rOJDZJZRXX
2,Trump's agressive EO's are just the start. He is a threat to Women Minorities LGBT Refugees &amp; World Peace. #TheResistance #dumptrump
2,A threat I've not come across before.. https://t.co/1NceYwyS3m
2,TimesNow: The whole world is talking about Islamic terror when you refer to terrorism: GVL Narasimha Rao #UPATerro… https://t.co/TClGNrMfvu
2,Listening to this on @KPCC now and it's startling. Media reporting on #terrorism is deeply imbalanced. https://t.co/SCo7UCC8WR
2,#CAIR: Killing of Muslim teen stirs questions about hate crime prosecutions (Washington Post)  A Muslim civil... https://t.co/WuQIoW9Eri
2,your award is being able to live life without the fear that someone might hurt/kill you because of your sexuality.… https://t.co/PxTRSF6XaI
2,Belittling real hate crimes that target Muslims is dangerous. And dismissing Islamophobia as "thought control" only… https://t.co/BaXgL29FSd
2,Can You #Kill the #Islamic #State? https://t.co/4fKDu81ol2
2,#USA https://t.co/7Ry48vKFkI Muslim Peace March Against Terrorism Attracts More Journalists than Participants https://t.co/oIZQubmMKY
2,Thought police? Man ARRESTED over tweet (yes a TWEET) after Finsbury Park attack https://t.co/krE48wY0lA via @twitchyteam
2,Son of mosque attack van company boss 'wishes they hired out tanks' https://t.co/0BqAWVB4TP
2,RT gbcarr24: TBD Whether Moscow Will Listen - European Court Rules Russia Can No Longer Ban ‘Gay Propaganda’ https://t.co/gOUccJYOGO via d…
2,@HackneyAbbott Yeah more action send them the fuck home and keep Islam and their hate for anything other than Muslims away from my country
2,https://t.co/VoWOEfYPRm Another victim of Islamic terrorism 15yr old Olivia Campbell-Hardy is laid to rest. https://t.co/7yiKKRP2Ln
2,Anti-Muslim hate crime surges after Manchester and London.  Violence is not the way to get rid of Violence.  https://t.co/MIbY3nLTO8
2,Police Are Investigating If The Muslim Teen Who Was Killed In A Road Rage Attack Was Also Raped https://t.co/l1lNiottV4
2,@FoxNews @TuckerCarlson We can always depend on Tucker to Segway fighting terrorism w/fighting transgender existenc… https://t.co/SEZE8x3Dv9
2,Facts are stubborn things. Let's look at a list or Christan or Jewish terror attack for the last 50 years. https://t.co/55s9t57C7c
2,Why We Are Taught To Hate Black People https://t.co/i8s2YKr2ui via @YouTube
2,@philallen02 @Andy_Watt I expect if the march hadn't gone ahead the van attack wouldn't have happened. I recon see… https://t.co/ZtwVnDRiWf
2,#BreakingNews #LatestNews #TrendingNews Finsbury Park attack: Man arrested over tweet https://t.co/wteGfHXjRo
2,kinni00: Muslim Peace March Against Terrorism Attracts More Journalists than Participants https://t.co/NiaxSmEUCW
2,BBC News - Finsbury Park attack: Son of van hire boss arrested over tweet https://t.co/eQsLMC4wwx
2,Meanwhile Mosque with hate speech and encouraging violence........ #MuslimPrivilege #GeorgeOrwell https://t.co/liEvNQy1eM
2,Egypt airstrikes kill 12 Islamic State militants.. https://t.co/bN4w28X7Ye
2,Study on why BLACK men die from prostate cancer more than WHITE men still won't mention vitamin D deficiency a.. https://t.co/PjwPD75Osf
2,The BBC have reported that the Finsbury Park "terror" suspect was heard shouting "kill all Muslims"Muslim is a terrorist non Muslim insane
2,@woodruffbets ...is this the Trump administration's way of "proving" the travel ban is not anti-Muslim? i.e. "We discriminate equally..."
2,It's not about free speech. It's about hate speech. Extremists are extremists whatever colour creed or religion. https://t.co/fK3fRNH0Im
2,Muslim leaders have reacted to the attack in Finsbury Park north London with shock condemnation and calls for... https://t.co/D5MApHlOy3
2,@shawnklahoya @IlmFeed Grow up bih the Quran says "The human that kill or use any type of bulling against another… https://t.co/v8tI6ilWLh
2,#DarrenOsborne  should claim self-defense like this taxi driver even though it was a terrorist attack https://t.co/e8KMkUkth0
2,London Van Attack: Brave Imam Stopped Assault on Suspect https://t.co/QzOdrijt6b
2,Finsbury Park terror attack: three people remain in critical care https://t.co/Y2uvHQnV9u https://t.co/9sWkZKEtoy
2,Guardian: Anti-Muslim hate crime surges after Manchester and London Bridge attacks https://t.co/ZcPFuReS4E
2,At least they are treating every terrorist equal? 🤦‍♂️ https://t.co/zekYNL9r53
2,#breaking #news Unity but also anger for Finsbury Park's residents after van attack - https://t.co/dW0nQEdBgv https://t.co/vOd9ko9wkB
2,“Half of Americans think Trump’s travel ban was Islamophobic agree with court challenges” by @lalaurenista… https://t.co/HIm5mcHK2R
2,Your son is a terrorist. https://t.co/D0K1Uw7ncl
2,Another Islamic terrorist attack in Brussels while liberals push #WorldRefugeeDay &amp; want to bring in even more Muslim "refugees" to the west
2,@MercuryLadyRisa @SkyNews Not seen a group of 100 christians try and kill a Muslim like a group of savages. have se… https://t.co/WEINNwnZhH
2,Explosion heard near station in BrusselsIgnorance of world for anti Muslim jihad by terrorist nation led to regular attack in Europe
2,Another Muslim almost carried out a terrorist attack in Brussels!
2,Finsbury Park attack: Man arrested over tweet https://t.co/g7a6eJyoea
2,meet the students who fought the sanctuary city ban and who keep working for immigration rights https://t.co/NXGy3oX7Vc — MTV News (MTVNe……
2,Why Ignoring Donald Trump Muslim Ban Will Cost You Time and Money in the Near ... https://t.co/AXYeHyDkS4 https://t.co/EyFjTGfAIp
2,Notice @realDonaldTrump has tweeted about Brussels. Has anyone seen a tweet by him condemning attack on muslims at Finsbury Park mosque ?
2,But not a damn thing to help prevent terrorist attacks against residents. This is muslim privilege. https://t.co/3xTm526H29
2,Finsbury Park attack: Roses for Ramadan worshippers https://t.co/k9kJzhBuDL
2,men who kill men homosexual killers and their victims https://t.co/XeyIJEbFby
2,- radical Islamic terrorism the divide in this country is we live among people who wants to blow us up run us over with trucks &amp; kills us-
2,Classic metro quote about the Finsbury Park terrorist. Credit to my hubby who is social media shy so no mention. https://t.co/FdH120o99V
2,Father of murdered Muslim teen: why did you kill my daughter https://t.co/Pm4XqFOwkR via @YouTube
2,@RaheemKassam @piersmorgan https://t.co/SibpBiZGjc ISLAM is OK in London yesterday @piersmorgan Jewish people increase in hate crime..
2,|Black bears kill 2 in Alaska including teen in extreme race || Fox News https://t.co/6enJG0Mzzu|
2,Finsbury Park Mosque attack: Surrey Police to step up patrols after terror attack as Ramadan draws ... https://t.co/FPQPfb0PZa #surrey
2,@LeaveEUOfficial What! And give Muslim terrorists even more support? More terrorist marches? More police at mosques… https://t.co/mFdVzWA6vH
2,When the same newspaper reports on #terrorism. #FinsburyParkattack #FinsburyPark https://t.co/aJXDa9HgcV
2,When people say cops kill more white people important to understand they shoot minorities at a higher rate https://t.co/DqcqK1eHTW
2,@lakinimani I hate how people act like there's only room for a few token iconic blacks in each creative field.
2,This Dean what kind of inbred trash is she? Must be a gay to they hate everyone. https://t.co/hDGT0ujPzT
2,@MuslimIQ @TellMamaUK What evidence shows that a religious identity protects against terrorism? Tell that to the mu… https://t.co/P5TIDk23OT
2,Finsbury Park Attack Reinforces Terrorist Ideology https://t.co/RJfhTGlRuL
2,Mental health problems don't excuse murder. Ur sons not only a terrorist but also a twat x https://t.co/zFsYGhrvob
2,Fitting that #WorldRefugeeDay finishes with another Muslim terrorist attack in #Brussels. But still isn't enough to wake up the masses.
2,#FinsburyPark terrorist thrown out of pub for shouting about Islam the day before the attack. https://t.co/IXPyC6QpmV
2,Police Are Investigating If The Muslim Teen Who Was Murdered In A Road Rage Attack Was Raped https://t.co/XO8n8hWoOD via @bri_sacks
2,In case you missed it here you go 🙌 VIDEO IN UK MUSLIM TEACHER TEACHING THE STUDENTS TO KILL GAYS  https://t.co/9VUMPCopEE
2,I'd rather have a gay bull than this damn tropical strom coming up the gulf. Atleast the bull wouldn't kill my internet and lectricity
2,Police: Road rage led to bat attack Muslim teen's death #LED #ENERGY https://t.co/7Slf7GBTGq
2,'Predatory' Black Bears Kill Two People In Two Days In Alaska Wilderness https://t.co/7kjbTOZTm1 via @people
2,every terrorist has a mental health problem https://t.co/iM9ByA4rmT
2,For F's sake now they're calling it "road rage"?!  IT'S A HATE CRIME PEOPLE! @CBSNews https://t.co/ScNq2PNWKu
2,@KhasFromHeavan They see the hijab and just assume it's a hate crime but get mad when people see "Terror Attack" o… https://t.co/D417Iyarys
2,#realDonaldTrump  Why are you so quiet on our latest terrorist attack? Not fit your anti Muslim narrative?
2,Finsbury Park attack: 'My dad got hit' https://t.co/liFpDTBtsf
2,@HMachaggis @Mariamjay3 @faaizsam79 @s_mykie Just look at the London attack against innocent people in a mosque th… https://t.co/YrHkzJeOZK
2,They won't arm us. They would rather we all die than effectively eradicate Islam.  Afterall Islam has reduced the… https://t.co/B8r4kRadIg
2,The Finsbury Park Mosque attack proves terrorism has no religion – and nor does compassion https://t.co/1HKxfG1fRd
2,Has anyone claim responsibility for the Finsbury Park attack? I’m surprised ISIS hasn’t claimed responsibility as their evil method was used
2,Attack in London girl beaten to death in Virginia draw less media attention with Muslim victims https://t.co/7mefosUUE8
2,@HackneyAbbott finsbury park was terrorism? the muslim attacks "incidents"? ..wow...
2,Virginia Police are covering up the murder of a Muslim girl by avoiding "hate crime" label - they are protecting Trump's anti-Muslim rants
2,@piersmorgan Islam existed for 1400 years. Terrorism in the name of Islam started around Iraq war time. Nobody had problems with Islam then.
2,When we put out bilingual ads for employees we get hate mail but no non-immigrant takers either
2,Finsbury Park attack: Community holds vigil. https://t.co/2DubBCZRcm
2,“@syqau: Muslim MP Wants to Ban Right Wing Extremist Marches After Finsbury https://t.co/zrmx3l6574 OK we also ban all islamic marches
2,#London Mosque Attack: How Politicians and the Media Are Killing Muslims https://t.co/kpyYSrCbrO via @YouTube #FinsburyPark #UkAgainstHate
2,@HoffmanlLisa @PrisonPlanet umm...I think speaking out against Islamic terrorism would be beneficial to every country.....geez
2,Finsbury Park mosque attack must be hit back with love: performance poet Hussain Manawer on the - Evening Standard https://t.co/wqe1gKKsQO
2,These incredible signs were spotted in Finsbury Park after the attack on Muslims https://t.co/wlVj9stQcl
2,I use it Wow Jeb low Your performances in every poll but the words Islamic terrorist.
2,@HerNameIsFarrah @5avak @piersmorgan A non-partisan fact-based site which examines the ideological threat that Isl… https://t.co/aNsHYO6t3B
2,London Jihad Terrorist Youssef Zaghba Was 'Unyielding in His Views on Islam' His Mother Says https://t.co/bfWbnl93w1 https://t.co/KXSuCOmr8h
2,Germany rape case: Immigrant attack suspects identified in court https://t.co/9mYDNsC3K5 https://t.co/wJsG5JLEuo
2,Finsbury Park attack: Roses for Ramadan worshippers https://t.co/eTGFgjZRCR
2,Terrorist attack on UK's Finsbury Park Mosque: Why this vigilante snapped https://t.co/N23bJAgdAY
2,@kishkushkay @TRobinsonNewEra Islamophila from the left is dangerous. They refuse to see the danger and sheer historical evil of Islam.
2,@BBCNews Thought crimes on the rise #Islamic attacks increasing I see a pattern here - but let's ban thought cri… https://t.co/QMte64gWQP
2,Hundreds of people gathered at #FinsburyPark mosque in north London in an act of defiance after a terrorist attack  …
2,@AlwaysActions @NiniIcherrybomb ISIS =RADICAL ISLAM  ISIS CLAIMED RESPONSIBILITY FOR ALL EUROPE TERRORIST ATTACKS… https://t.co/8gMVbFsfXX
2,@PrisonPlanet @BBCNews MSM want us to be submissive and accept an islamic rule.  Fuck that i'll die fighting if I have too
2,Finsbury Park attack: Roses for Ramadan worshippers https://t.co/fTT2B3CoT8
2,@TellMamaUK Urgh. Please don't send her here unless it's to apologise and promise to stop her poisonous hate speech… https://t.co/U4wfeSMnno
2,The North London van attack was another despicable act of terrorism. https://t.co/EvZdDXKQ6x via @PeterRoff for @usnewsopinion
2,Not true keep pushing your hate agenda https://t.co/oorUp9sRxD
2,@XxKaraWxX lol its ironic that muslim imam saved his life frm other ppl at the mosque. now bcz of that he wont be lebeled as terrorist.
2,Retweeted Faith Matters (@FaithMattersUK):  Man in court accused of hate crime after punching Muslim woman in the... https://t.co/IL4CW2xPrB
2,@Faithless_ink @flinchman66 @PrisonPlanet These is a discussion about Muslim terrorist asshat. What in the actual f… https://t.co/W4x0SHjYfM
2,|Police hunt and kill black people like Philando Castile. There's no justice || Steven W Thrasher https://t.co/ER7T7GT1oV|
2,@_Makada_ @FiveRights Why isn't domestic terrorist @SpeakerRyan working on funding safe spaces in Syria? Is… https://t.co/xaISEhrYvY
2,Finsbury Park attack: 'My dad got hit' https://t.co/Uno9OdMFOQ https://t.co/8feTj0dMjG
2,A bit has passed since the #FinsburyPark attack and the Muslims are back at it again with the terrorist attacks-cou… https://t.co/ug5oM87h1p
2,Trump's silence after attack on Muslims speaks volumes https://t.co/0TCn0JMgcH
2,Session's lawyer defended gay marriage ban in Texas https://t.co/fk1MydP6Tq
2,I live in a country that would probably jail me or kill me before they listen to my views of being an ex-Muslim 😂😂😂 https://t.co/cX8yvIQ5BN
2,[2gj0/4jze] I LOVE YOU SO MUCH FOR BEING MUSLIM HOW THE FUCK IS THAT NOT A HATE…—A LOOK AT THESE FOUR KINDS ACCORDING TO JIMMY BUTLER WILL…
2,@Franklin_Graham You are promoting hate by not mentioning or asking for prayers for the Finsbury Park or Portland victims... SAD!!!
2,@DifferentWeeds @PaulTucker63 @Jammy_Tammy_ @AtheistDefenceL @TRobinsonNewEra What was the attack in Finsbury Park… https://t.co/FgBPjLd3m7
2,What happens when other countries decide to put a travel ban on the America for police officers murdering innocent Black people?
2,@drharshvardhan   Doctor Aneeqa Ghani from Mumbai threatens to chuck out Hindu patients to die if Islam is criticiz… https://t.co/Lc446gn27d
2,Visit TellMama on Twitter - https://t.co/q0oME2GrqK Brilliant piece by mfrancoiscerrah: Finsbury Park mosque attack: why have we allowed I…
2,@JohnOttaway @BBCBreaking I just stated a fact.Islam not all muslims.Islam is used to kill gaysLeft accepts thatB… https://t.co/TYxuj6waKo
2,Another van terrorist jailed https://t.co/azvsWGxzKX
2,@cmdeb e.g. People screaming about Muslims re: Finsbury Park then going quiet when it was revealed to be an attack on Muslims.
2,Imagine having the daft "Muslim" version of Tommy Robinson on Breakfast TV the day after a terror attack... shameful he even got airtime.
2,@Za1d @ChirryaFirangi not every muslim is a terrorist nor every terrorist is a muslim do you research about domestic terrorism you idiot!!!
2,Neighbors Saw Darren Osborne Held in London Mosque Attack as Aggressive https://t.co/YwgECs6CjK #News via @IBNMoney_com #USA
2,@laidlaw_bruce @TRobinsonNewEra https://t.co/7hJp5wXi28 stoking up intolerance...attacking Qu'ran ∗is∗ indirect attack on ∗all∗ Muslims...
2,They shoot a Muslim terrorist but they don't shoot a white terrorist sick in da head racist white pigs
2,@hadi_hum @bloefeld437 @matthew_wintle .you are threatening me to kill on border..check how chinese have banned Isl… https://t.co/NYYacIf4JY
2,Why are you not making a fuss about Islamic Hamas supporters chanting hate being allowed to march through the capit… https://t.co/akKwpFpZjM
2,My mom's invisible disability can have her drop dead of a stroke at any given moment. Mine makes me want to kill my… https://t.co/wSge6vc33D
2,After the London Bridge attack Murdoch's media called for 'less Islam'. In fact we need less Murdoch. Join the call! https://t.co/NTg22AKJ2a
2,Life is too short to hate yourself for your past demons!! Your beautiful inside and out and a voice to the LGBT COM… https://t.co/eHzpbPmWat
2,@CBSEveningNews Liberal Democrats want to increase immigration from Middle-East. We support Prez Trump's travel ban… https://t.co/9QOWWLDrAy
2,@GeoffyPJohnston @WhigStandard Ideology fuels not only Muslim extremist terrorism but also Christian extremist terr… https://t.co/qRNLhlgFTr
2,https://t.co/l6DEKEEv25 There is NO such thing as islamophobia as the threat is coming from #Wahhabism NOT #Islam #Islamophobia #ISIS #IS
2,Scene from Finsbury Park Mosque attack in the UK  https://t.co/hEv2zzktrj
2,@TheYoungTurks @cenkuygur @francismmaxwell @theIRC @YTCreators @YouTube I like you guys but they kill gay people n… https://t.co/gNVLZe0HOh
2,Another day in Europe yet another Muslim terror attack.  #Brussels https://t.co/cC7sWF4ApW
2,The attack at Finsbury Park Mosque was the depressingly logical outcome of demonisation by tabloid headline... https://t.co/3DDqQRYcsC
2,Finsbury Park terror suspect 'planned to attack' Muslim march in London but was too late it is claimed https://t.co/4g3FJ5hof8
2,Learn from countries without terrorist challenge. To enjoy peace &amp; freedom we've to impose a few restrictions bord… https://t.co/K3PyQS91DM
2,This ladies and gentlemen. Is why I want to die https://t.co/aMa1YukdPG
2,African Union strongly condemns the terrorist attack at Finsbury Park North London https://t.co/2ukm6H9crZ
2,The number of far-right blahblahblah  https://t.co/H6zcaymFJD The real hate crime is forcing Islam on the  British people!  #FinsburyPark
0,Watch this video and tell me why ppl do not want a travel ban. Travel ban and immigration ban should be immediate.… https://t.co/3XoCSy56zM
2,This is not #islamophobia anymore this is HATE systematically generated by western govs and media hand in hand.  #FinsburyPark #Terror
2,@TRobinsonNewEra Thousands and thousands of Islamic terrorist attacks vs one loon in a van. Not comparable.....sorry just isn't MSM.
2,Finsbury Park Mosque Attacker Is White Christian Terrorist https://t.co/7fPF27sF4q
2,The terrorist actions outside a #LondonMosque are in absolute contravention of all religious teachings.… https://t.co/7Csb5syNvs
2,Finsbury Park Attack Reinforces Terrorist Ideology - NPR https://t.co/nZxLVphTK5 https://t.co/gZ1kbjwhpq
2,“Immigration Even for the President Is Not a One-Person Show”: The Ninth Circuit Rejects Trump’s Travel Ban https://t.co/K2uQ1S3Fn4
2,I am sick to the back teeth of hearing the words Muslim Terrorist Corbyn McDonnell all the bloody time in what used… https://t.co/HJwMLbcQbT
2,Wow..No mention in any of your tweets about the terrorist attack on Muslims in London. It speaks volumes about you… https://t.co/ed6u1Oat4g
2,@NBCNews @KOANewsRadio Gosh.  Could it be a Muslim terrorist?
2,Jeremy Corbyn said 'an attack on a mosque is an attack on all of us' https://t.co/J5L3bOnKOl
2,@MikeQDelaney @TrueFactsStated I'm talking about the hate crime where a young Muslim woman ended up in a lake. You're on some tangent.
2,@TRobinsonNewEra No mention that this is an Islamic attack? Seem to remember the press going at length to point out… https://t.co/FsVohcdf8d
2,So it wasn't @TRobinsonNewEra @KTHopkins or @Nigel_Farage that radicalised the #FinsburyPark attacker. It was the Westminster attack.
2,@evazhengll @AnumSyed13 @zlj517 This ban says no religious activities are tolerated in "non-religious" places. Isla… https://t.co/0CXVauXi4r
2,Orange is the new black really makes you hate men
2,Islamic State stronghold in Mosul surrounded by US-backed forces: The Islamic State's final… https://t.co/b3InmJJjdR #Terrorism #Security
2,Finsbury Park attack: Roses for Ramadan worshippers #finsbury https://t.co/O5xmO5lsIv
2,If a Muslim family were saying 'he's not a terrorist!' to the mass media. Certain parts of said media would be call… https://t.co/DmVmv8xPll
2,people who invites hate  cannot make #UK #USA great  it is not a phobia .. its hate the hate #islam  #london #WorldRefugeeDay #Paris #France
2,Virginia: Muslim girl killed by illegal alien (El Salvador) a victim of road rage not hate crime. https://t.co/O2oJjYX4Fv @realDonaldTrump
2,I said in 2009 we couldn’t allow more people to die in a tower block fire https://t.co/uycDwbcD8U
2,London community shows solidarity after van attack on Muslims - Reuters UK https://t.co/4Jq0HSwd5B
2,@POTUS By the way you forgot to tweet your thoughts and prayers for the attack on a Muslim place of worship in #FinsburyPark
2,@SadiqKhan The attack was inexcusable but why after a Muslim terrorist attack do you say carry on with business as usual? Please explain....
2,@StefanMolyneux Where's the Muslim ban? Force the law through somehow. Give Europe an example to follow.
2,Customer *spews hate filled vitriol about Muslim and Indian 'dogs'* Me *thinks about the fact a 👱🏼male attempted murder on innocents*  🤦‍♀️🙅
2,Finsbury Park terror suspect’s mother refuses to defend son but claims ‘he’s no terrorist’ https://t.co/xZDcylRyWk https://t.co/dwws82L0Mx
2,@RoxyLou25 BBC News - Finsbury Park attack: Son of hire boss held over Facebook post https://t.co/Fqp3jEBoBO
2,When Is It 'Terrorism'? How The Media Cover Attacks By Muslim Perpetrators https://t.co/NXTA3tURuE
2,Victims of Immigration Crime Engagement (VOICE) - Trump's program libs loved to hate  https://t.co/KtJ1F9my3R… https://t.co/nOcScEvlX2
2,People will die. Repeal of Obamcare as a "rolling trainwreck." Friend and mentor Steve Sharfstein makes the conse… https://t.co/lS2VSOuse3
2,@DPJHodges Been out in the sun too long? Grenfell &amp; london attack politicking seizing  private homes day of rage etc. Sort yourself out.
2,Hahaha when it's a "Muslim" he's definitely a terrorist but when a white guy does it he has mental health problems https://t.co/PuphgDbeHg
2,The fabric of this society is not torn. Why Mohammed Mahmoud believes we should unite against hate. #FinsburyPark https://t.co/EUFXLxXgJw
2,Muslim Peace March Against Terrorism Attracts More Journalists than Participants https://t.co/YFFKL8qGNw
2,Outrageous... Road rage when the murdered Muslim teen girl wasn't even in a car! Not even hate crime! @Deanofcomedy  https://t.co/bh5T6SCoMj
2,Gross. Men like this are gross. You can have your preference but to say you hate black women? Gross. https://t.co/C0RV46fGCK
2,So we let people who kill black dudes off but kill a white dude and we are going to war. #WhitePrivilege https://t.co/6vyGV9OMP6
2,Why do Tories Tory supporters and Tory voters enjoy seeing disabled people suffer and die?
2,Hillary is actively supporting Al Qaeda in Iraq the terrorist group that become the Islamic State.
2,@virendersehwag do you know how many people hate you for your disgusting behaviour? baapbetapota.  you are a black spot of cricket.
2,Watch live: Vigil held in Finsbury Park for attack victims as Muslims say they're "tired of being blamed for…… https://t.co/cF2TP3yBls
2,Washington Post Killing of Muslim teen stirs questions about hate crime prosecutions Washington Post The horrific…… https://t.co/XRZwSECWTs
2,In order for white people to think other white people are racist they have to see a video that says "I am racist an hate blacks" or they not
2,As Africa Faces More Terrorism Experts Point to Saudi-spread of Fundamentalist Islam https://t.co/BmfQXxiqDQ
2,Tommy Robinson claims he isn't a hate preacher here's a video blaming 7/7 on "every single Muslim" and saying they… https://t.co/Sha1ikrDgt
2,@nlguillemot @SebAaltonen But making (conservative) depth out kill a fragment definitely requires early Z to be disabled
2,That's because it wasn't an act of White Right Wing Terrorism they were marching against... https://t.co/Ft3imdMBy0
2,Black bears kill 2 in Alaska including teen in extreme race via the @FoxNews App https://t.co/BChL19bt93
2,@JoyAnnReid They will kill poor people just as easy as they kill black people they care about neither!
2,Finsbury Park attack: Son of hire boss held over Facebook post https://t.co/B79qNidlnC https://t.co/FMNKlAsc0W
2,Second terror violence attack toward a Muslim and the media still trying to find the motives 🤔 #FinsburyPark https://t.co/apVt3aoRRK
2,@DanielOtt68 @martylawson @JackPosobiec RfR denial of service attack to distract from #maga. Ignore engage or hop… https://t.co/l1gkgpUt6s
2,@realDonaldTrump The kid had NO business going to hostile NK stealing. Unfortunate. Cops in USA kill innocent black… https://t.co/ANs7DfdT8a
2,And I agree @sgtmolly06 with our "exceptional screening" in place we don't need to ban gay men at all. Let Pence… https://t.co/SRf7vF4Cza
2,Germany rape case: Immigrant attack suspects identified in court https://t.co/7NU7TSiPoV https://t.co/XH5WZtHbWU
2,Black bears kill 2 in Alaska including teen in extreme race https://t.co/1SCLNupu2Y
2,@mrjamesob WHY do you have a problem re Tommy Robertson but your ok about thousands of Hamas Islamic Terrorist marc… https://t.co/iEUHtTYwPS
2,At this point I think it would be easier to just report on days when there ISN'T an Islamic terror attack in Europe. https://t.co/Kks9VLB98s
2,#muslim Labour MP Calls for Ban on 'Right Wing Extremist Marches' https://t.co/RbX0N3Sqr2 via @BreitbartNews The irony
2,But it's "not" a hate crime. It's a um road rage. That's it. https://t.co/puDZu2w7fm https://t.co/376Ulq3OzQ
2,Police Say Road Rage Not Hate Led to Blunt-Force Death of Muslim Girl 17 https://t.co/Tsq0oMozZj
2,@TribalSpaceman That achieves nothing. I mean we can't attack other LGBT people for finding a word offensive when m… https://t.co/dT0HfGXRmO
2,@9GAGTweets islam terror attack. now that a headline
2,Anti-Muslim hate crime surges after Manchester and London Bridge attacks https://t.co/VXnKUAuUtO
2,I'd also kill myself if I suddenly turned gay whilst I'm on the subject. Imjustsayin
2,@bbcstories @BBCNews But this 1 is more important an attack on 1 Muslim is likened to an attack on all muslims ot… https://t.co/3qQgUBBLKl
2,Can the outpouring of public support and sympathy to America's Muslim community drown out the hate?… https://t.co/qK0XaQmTAA
2,Finsbury Park attack: 'It's a shame they couldn't hire a tank' son of van owner reportedly says:…… https://t.co/0XYv5LNMls
2,Hate preachers with a media presence such as Katie Hopkins &amp; Tommy Robinson legitimise the fanatics https://t.co/9jnW3GqPzD
2,@Corrynmb @Het32000 @TRobinsonNewEra If Piers Morgan were gay I could hate him as much as I hate Shepard Smith and… https://t.co/HDxXza2IHO
2,Finsbury Park attack: Son of hire boss held over Facebook post - BBC News https://t.co/1hy5cxT9Nd
2,These vile Britain First supporters of the #FinsburyPark attacker should know glorifying terrorism is a criminal of… https://t.co/uj09QdwVRn
2,Finsbury Park attack: Roses for Ramadan worshippers https://t.co/jDwGbneD8X
2,Black bears kill 2 in Alaska including teen in extreme race https://t.co/2wTHCjqtsh
2,Everything looks black. I hate when people put me down.
2,@EmoNegro1 Sad things is you hateful people ready to jump all over Trump when it was an illegal immigrant that kill… https://t.co/lfh2i0cy5s
2,The fact that people think being gay is a choice amazes me... I didn't wake up deciding to live a life faced with oppression and hate.
2,@reagansolitaire @kxlseyjo But no she has a boyfriend wait does he know you hate him or is he gay https://t.co/0p5q7FIGey
2,London community shows solidarity after van attack on Muslims https://t.co/ZjUvSH9n6D https://t.co/Jg1GavoZbn
2,The UK say they want to get rid of hate preachers indicating Muslim influencers will they get rid of people like Tommy Robinson too??
2,#Islam will tremble if ever they are confronted with #rightwing terrorism.    #Ramadan   #God #family #country… https://t.co/RfxONg3D9F
2,Killing of Muslim teen stirs questions about hate crime prosecutions https://t.co/83t4EDbUqs
2,@Naz_R9 @nickcozz74 @DBrexiteer @TRobinsonNewEra @piersmorgan Yes but Mosques that let hate preachers speak should… https://t.co/BbvmKABxP8
